"Position","Mood:Tense","Subject","Infinitive","Front","Back"
"41","Indicativo:Presente","lei","ESSERE","(adesso) lei ESSERE","(lei) è"
"41","Indicativo:Presente","noi","ESSERE","(adesso) noi ESSERE","(noi) siamo"
"41","Indicativo:Presente","voi","ESSERE","(adesso) voi ESSERE","(voi) siete"
"41","Indicativo:Presente","loro","ESSERE","(adesso) loro ESSERE","(loro) sono"
"41","Indicativo:Imperfetto","voi","ESSERE","(ieri) voi ESSERE","(voi) eravate"
"41","Indicativo:Passato:remoto","io","ESSERE","(molto tempo fa) io ESSERE","(io) fui"
"41","Indicativo:Passato:remoto","voi","ESSERE","(molto tempo fa) voi ESSERE","(voi) foste"
"41","Indicativo:Futuro:semplice","tu","ESSERE","(domani) tu ESSERE","(tu) sarai"
"41","Indicativo:Passato:prossimo","lui","ESSERE","(perfetto) lui ESSERE","(lui) è stato"
"41","Indicativo:Trapassato:prossimo","loro","ESSERE","(perchè ieri) loro ESSERE","(loro) erano state"
"41","Congiuntivo:Presente","che io","ESSERE","che io ESSERE","(che io) sia"
"41","Congiuntivo:Presente","che loro","ESSERE","che loro ESSERE","(che loro) siano"
"41","Congiuntivo:Passato","che io","ESSERE","(perfetto) che io ESSERE","(che io) sia stato"
"41","Congiuntivo:Passato","che voi","ESSERE","(perfetto) che voi ESSERE","(che voi) siate stati"
"41","Condizionale:Presente","io","ESSERE","se (presente) io ESSERE","se (io) sarei"
"41","Condizionale:Presente","noi","ESSERE","se (presente) noi ESSERE","se (noi) saremmo"
"41","Condizionale:Passato","voi","ESSERE","se (passato) voi ESSERE","se (voi) sareste stati"
"41","Gerundio:Presente","... ","ESSERE","(...ndo) ...  ESSERE","(... ) essendo"
"41","Gerundio:Passato","essendo","ESSERE","(passato ...ndo) ESSERE","(essendo) stati"
"41","Participio:Presente","... ","ESSERE","(aggetivo) ...  ESSERE","(... ) ente"
"41","Imperativo:Presente","... ","ESSERE","(per favore) ...  ESSERE","(... ) sii"
"42","Indicativo:Presente","io","FARE","(adesso) io FARE","(io) faccio"
"42","Indicativo:Presente","tu","FARE","(adesso) tu FARE","(tu) fai"
"42","Indicativo:Presente","lei","FARE","(adesso) lei FARE","(lei) fa"
"42","Indicativo:Presente","noi","FARE","(adesso) noi FARE","(noi) facciamo"
"42","Indicativo:Presente","voi","FARE","(adesso) voi FARE","(voi) fate"
"42","Indicativo:Presente","loro","FARE","(adesso) loro FARE","(loro) fanno"
"42","Indicativo:Imperfetto","voi","FARE","(ieri) voi FARE","(voi) facevate"
"42","Indicativo:Passato:remoto","io","FARE","(molto tempo fa) io FARE","(io) feci"
"42","Indicativo:Passato:remoto","loro","FARE","(molto tempo fa) loro FARE","(loro) fecero"
"42","Indicativo:Futuro:semplice","noi","FARE","(domani) noi FARE","(noi) faremo"
"42","Indicativo:Passato:prossimo","voi","FARE","(perfetto) voi FARE","(voi) avete fatto"
"42","Indicativo:Trapassato:prossimo","tu","FARE","(perchè ieri) tu FARE","(tu) avevi fatto"
"42","Congiuntivo:Presente","che io","FARE","che io FARE","(che io) faccia"
"42","Congiuntivo:Presente","lui","FARE","lui FARE","(lui) faccia"
"42","Congiuntivo:Passato","che io","FARE","(perfetto) che io FARE","(che io) abbia fatto"
"42","Congiuntivo:Passato","che noi","FARE","(perfetto) che noi FARE","(che noi) abbiamo fatto"
"42","Condizionale:Presente","io","FARE","se (presente) io FARE","se (io) farei"
"42","Condizionale:Presente","noi","FARE","se (presente) noi FARE","se (noi) faremmo"
"42","Condizionale:Passato","io","FARE","se (passato) io FARE","se (io) avrei fatto"
"42","Gerundio:Presente","... ","FARE","(...ndo) ...  FARE","(... ) facendo"
"42","Gerundio:Passato","avendo","FARE","(passato ...ndo) FARE","(avendo) fatto"
"42","Participio:Presente","... ","FARE","(aggetivo) ...  FARE","(... ) facente"
"42","Imperativo:Presente","... ","FARE","(per favore) ...  FARE","(... ) fa'/ai"
"43","Indicativo:Presente","io","FERMARSI","(adesso) io FERMARSI","(io) mi fermo"
"43","Indicativo:Presente","tu","FERMARSI","(adesso) tu FERMARSI","(tu) ti fermi"
"43","Indicativo:Presente","lei","FERMARSI","(adesso) lei FERMARSI","(lei) si ferma"
"43","Indicativo:Presente","noi","FERMARSI","(adesso) noi FERMARSI","(noi) ci fermiamo"
"43","Indicativo:Presente","voi","FERMARSI","(adesso) voi FERMARSI","(voi) vi fermate"
"43","Indicativo:Presente","loro","FERMARSI","(adesso) loro FERMARSI","(loro) si fermano"
"43","Indicativo:Imperfetto","lei","FERMARSI","(ieri) lei FERMARSI","(lei) si fermava"
"43","Indicativo:Passato:remoto","io","FERMARSI","(molto tempo fa) io FERMARSI","(io) mi fermai"
"43","Indicativo:Passato:remoto","voi","FERMARSI","(molto tempo fa) voi FERMARSI","(voi) vi fermaste"
"43","Indicativo:Futuro:semplice","lui","FERMARSI","(domani) lui FERMARSI","(lui) si fermerà"
"43","Indicativo:Passato:prossimo","tu","FERMARSI","(perfetto) tu FERMARSI","(tu) ti sei fermato"
"43","Indicativo:Trapassato:prossimo","voi","FERMARSI","(perchè ieri) voi FERMARSI","(voi) vi eravate fermati"
"43","Congiuntivo:Presente","che io","FERMARSI","che io FERMARSI","(che io) mi fermi"
"43","Congiuntivo:Presente","che noi","FERMARSI","che noi FERMARSI","(che noi) ci fermiamo"
"43","Congiuntivo:Passato","che io","FERMARSI","(perfetto) che io FERMARSI","(che io) mi sia fermato"
"43","Congiuntivo:Passato","che lei","FERMARSI","(perfetto) che lei FERMARSI","(che lei) si sia fermata"
"43","Condizionale:Presente","io","FERMARSI","se (presente) io FERMARSI","se (io) mi fermerei"
"43","Condizionale:Presente","noi","FERMARSI","se (presente) noi FERMARSI","se (noi) ci fermeremmo"
"43","Condizionale:Passato","loro","FERMARSI","se (passato) loro FERMARSI","se (loro) si sarebbero fermati"
"43","Gerundio:Presente","... ","FERMARSI","(...ndo) ...  FERMARSI","(... ) fermandosi"
"43","Gerundio:Passato","essendosi","FERMARSI","(passato ...ndo) FERMARSI","(essendosi) fermato"
"43","Participio:Presente","... ","FERMARSI","(aggetivo) ...  FERMARSI","(... ) fermantesi"
"43","Imperativo:Presente","... ","FERMARSI","(per favore) ...  FERMARSI","(... ) fermati"
"44","Indicativo:Presente","io","FINIRE","(adesso) io FINIRE","(io) finisco"
"44","Indicativo:Presente","tu","FINIRE","(adesso) tu FINIRE","(tu) finisci"
"44","Indicativo:Presente","lui","FINIRE","(adesso) lui FINIRE","(lui) finisce"
"44","Indicativo:Presente","noi","FINIRE","(adesso) noi FINIRE","(noi) finiamo"
"44","Indicativo:Presente","voi","FINIRE","(adesso) voi FINIRE","(voi) finite"
"44","Indicativo:Presente","loro","FINIRE","(adesso) loro FINIRE","(loro) finiscono"
"44","Indicativo:Imperfetto","voi","FINIRE","(ieri) voi FINIRE","(voi) finivate"
"44","Indicativo:Passato:remoto","io","FINIRE","(molto tempo fa) io FINIRE","(io) finii"
"44","Indicativo:Passato:remoto","voi","FINIRE","(molto tempo fa) voi FINIRE","(voi) finiste"
"44","Indicativo:Futuro:semplice","tu","FINIRE","(domani) tu FINIRE","(tu) finirai"
"44","Indicativo:Passato:prossimo","loro","FINIRE","(perfetto) loro FINIRE","(loro) sono finiti"
"44","Indicativo:Trapassato:prossimo","tu","FINIRE","(perchè ieri) tu FINIRE","(tu) eri finito"
"44","Congiuntivo:Presente","che io","FINIRE","che io FINIRE","(che io) finisca"
"44","Congiuntivo:Presente","che noi","FINIRE","che noi FINIRE","(che noi) finiamo"
"44","Congiuntivo:Passato","che io","FINIRE","(perfetto) che io FINIRE","(che io) abbia finito"
"44","Congiuntivo:Passato","che io","FINIRE","(perfetto) che io FINIRE","(che io) sia finito"
"44","Condizionale:Presente","io","FINIRE","se (presente) io FINIRE","se (io) finirei"
"44","Condizionale:Presente","voi","FINIRE","se (presente) voi FINIRE","se (voi) finireste"
"44","Condizionale:Passato","voi","FINIRE","se (passato) voi FINIRE","se (voi) avreste finito"
"44","Gerundio:Presente","... ","FINIRE","(...ndo) ...  FINIRE","(... ) finendo"
"44","Gerundio:Passato","essendo","FINIRE","(passato ...ndo) FINIRE","(essendo) finita"
"44","Participio:Presente","... ","FINIRE","(aggetivo) ...  FINIRE","(... ) finente"
"44","Imperativo:Presente","... ","FINIRE","(per favore) ...  FINIRE","(... ) finisci"
"45","Indicativo:Presente","io","GIOCARE","(adesso) io GIOCARE","(io) gioco"
"45","Indicativo:Presente","tu","GIOCARE","(adesso) tu GIOCARE","(tu) giochi"
"45","Indicativo:Presente","lui","GIOCARE","(adesso) lui GIOCARE","(lui) gioca"
"45","Indicativo:Presente","noi","GIOCARE","(adesso) noi GIOCARE","(noi) giochiamo"
"45","Indicativo:Presente","voi","GIOCARE","(adesso) voi GIOCARE","(voi) giocate"
"45","Indicativo:Presente","loro","GIOCARE","(adesso) loro GIOCARE","(loro) giocano"
"45","Indicativo:Imperfetto","noi","GIOCARE","(ieri) noi GIOCARE","(noi) giocavamo"
"45","Indicativo:Passato:remoto","io","GIOCARE","(molto tempo fa) io GIOCARE","(io) giocai"
"45","Indicativo:Passato:remoto","voi","GIOCARE","(molto tempo fa) voi GIOCARE","(voi) giocaste"
"45","Indicativo:Futuro:semplice","tu","GIOCARE","(domani) tu GIOCARE","(tu) giocherai"
"45","Indicativo:Passato:prossimo","io","GIOCARE","(perfetto) io GIOCARE","(io) ho giocato"
"45","Indicativo:Trapassato:prossimo","tu","GIOCARE","(perchè ieri) tu GIOCARE","(tu) avevi giocato"
"45","Congiuntivo:Presente","che io","GIOCARE","che io GIOCARE","(che io) giochi"
"45","Congiuntivo:Presente","che loro","GIOCARE","che loro GIOCARE","(che loro) giochino"
"45","Congiuntivo:Passato","che io","GIOCARE","(perfetto) che io GIOCARE","(che io) abbia giocato"
"45","Congiuntivo:Passato","che voi","GIOCARE","(perfetto) che voi GIOCARE","(che voi) abbiate giocato"
"45","Condizionale:Presente","io","GIOCARE","se (presente) io GIOCARE","se (io) giocherei"
"45","Condizionale:Presente","voi","GIOCARE","se (presente) voi GIOCARE","se (voi) giochereste"
"45","Condizionale:Passato","io","GIOCARE","se (passato) io GIOCARE","se (io) avrei giocato"
"45","Gerundio:Presente","... ","GIOCARE","(...ndo) ...  GIOCARE","(... ) giocando"
"45","Gerundio:Passato","avendo","GIOCARE","(passato ...ndo) GIOCARE","(avendo) giocato"
"45","Participio:Presente","... ","GIOCARE","(aggetivo) ...  GIOCARE","(... ) giocante"
"45","Imperativo:Presente","... ","GIOCARE","(per favore) ...  GIOCARE","(... ) gioca"
"46","Indicativo:Presente","io","GUARDARE","(adesso) io GUARDARE","(io) guardo"
"46","Indicativo:Presente","tu","GUARDARE","(adesso) tu GUARDARE","(tu) guardi"
"46","Indicativo:Presente","lei","GUARDARE","(adesso) lei GUARDARE","(lei) guarda"
"46","Indicativo:Presente","noi","GUARDARE","(adesso) noi GUARDARE","(noi) guardiamo"
"46","Indicativo:Presente","voi","GUARDARE","(adesso) voi GUARDARE","(voi) guardate"
"46","Indicativo:Presente","loro","GUARDARE","(adesso) loro GUARDARE","(loro) guardano"
"46","Indicativo:Imperfetto","loro","GUARDARE","(ieri) loro GUARDARE","(loro) guardavano"
"46","Indicativo:Passato:remoto","io","GUARDARE","(molto tempo fa) io GUARDARE","(io) guardai"
"46","Indicativo:Passato:remoto","lei","GUARDARE","(molto tempo fa) lei GUARDARE","(lei) guardò"
"46","Indicativo:Futuro:semplice","loro","GUARDARE","(domani) loro GUARDARE","(loro) guarderanno"
"46","Indicativo:Passato:prossimo","tu","GUARDARE","(perfetto) tu GUARDARE","(tu) hai guardato"
"46","Indicativo:Trapassato:prossimo","loro","GUARDARE","(perchè ieri) loro GUARDARE","(loro) avevano guardato"
"46","Congiuntivo:Presente","che io","GUARDARE","che io GUARDARE","(che io) guardi"
"46","Congiuntivo:Presente","che loro","GUARDARE","che loro GUARDARE","(che loro) guardino"
"46","Congiuntivo:Passato","che io","GUARDARE","(perfetto) che io GUARDARE","(che io) abbia guardato"
"46","Congiuntivo:Passato","che loro","GUARDARE","(perfetto) che loro GUARDARE","(che loro) abbiano guardato"
"46","Condizionale:Presente","io","GUARDARE","se (presente) io GUARDARE","se (io) guarderei"
"46","Condizionale:Presente","loro","GUARDARE","se (presente) loro GUARDARE","se (loro) guarderebbero"
"46","Condizionale:Passato","lui","GUARDARE","se (passato) lui GUARDARE","se (lui) avrebbe guardato"
"46","Gerundio:Presente","... ","GUARDARE","(...ndo) ...  GUARDARE","(... ) guardando"
"46","Gerundio:Passato","avendo","GUARDARE","(passato ...ndo) GUARDARE","(avendo) guardato"
"46","Participio:Presente","... ","GUARDARE","(aggetivo) ...  GUARDARE","(... ) guardante"
"46","Imperativo:Presente","... ","GUARDARE","(per favore) ...  GUARDARE","(... ) guarda"
"47","Indicativo:Presente","io","IMPARARE","(adesso) io IMPARARE","(io) imparo"
"47","Indicativo:Presente","tu","IMPARARE","(adesso) tu IMPARARE","(tu) impari"
"47","Indicativo:Presente","lei","IMPARARE","(adesso) lei IMPARARE","(lei) impara"
"47","Indicativo:Presente","noi","IMPARARE","(adesso) noi IMPARARE","(noi) impariamo"
"47","Indicativo:Presente","voi","IMPARARE","(adesso) voi IMPARARE","(voi) imparate"
"47","Indicativo:Presente","loro","IMPARARE","(adesso) loro IMPARARE","(loro) imparano"
"47","Indicativo:Imperfetto","io","IMPARARE","(ieri) io IMPARARE","(io) imparavo"
"47","Indicativo:Passato:remoto","io","IMPARARE","(molto tempo fa) io IMPARARE","(io) imparai"
"47","Indicativo:Passato:remoto","voi","IMPARARE","(molto tempo fa) voi IMPARARE","(voi) imparaste"
"47","Indicativo:Futuro:semplice","voi","IMPARARE","(domani) voi IMPARARE","(voi) imparerete"
"47","Indicativo:Passato:prossimo","tu","IMPARARE","(perfetto) tu IMPARARE","(tu) hai imparato"
"47","Indicativo:Trapassato:prossimo","noi","IMPARARE","(perchè ieri) noi IMPARARE","(noi) avevamo imparato"
"47","Congiuntivo:Presente","che io","IMPARARE","che io IMPARARE","(che io) impari"
"47","Congiuntivo:Presente","che loro","IMPARARE","che loro IMPARARE","(che loro) imparino"
"47","Congiuntivo:Passato","che io","IMPARARE","(perfetto) che io IMPARARE","(che io) abbia imparato"
"47","Congiuntivo:Passato","che lei","IMPARARE","(perfetto) che lei IMPARARE","(che lei) abbia imparato"
"47","Condizionale:Presente","io","IMPARARE","se (presente) io IMPARARE","se (io) imparerei"
"47","Condizionale:Presente","tu","IMPARARE","se (presente) tu IMPARARE","se (tu) impareresti"
"47","Condizionale:Passato","noi","IMPARARE","se (passato) noi IMPARARE","se (noi) avremmo imparato"
"47","Gerundio:Presente","... ","IMPARARE","(...ndo) ...  IMPARARE","(... ) imparando"
"47","Gerundio:Passato","avendo","IMPARARE","(passato ...ndo) IMPARARE","(avendo) imparato"
"47","Participio:Presente","... ","IMPARARE","(aggetivo) ...  IMPARARE","(... ) imparante"
"47","Imperativo:Presente","... ","IMPARARE","(per favore) ...  IMPARARE","(... ) impara"
"48","Indicativo:Presente","io","INCONTRARE","(adesso) io INCONTRARE","(io) incontro"
"48","Indicativo:Presente","tu","INCONTRARE","(adesso) tu INCONTRARE","(tu) incontri"
"48","Indicativo:Presente","lui","INCONTRARE","(adesso) lui INCONTRARE","(lui) incontra"
"48","Indicativo:Presente","noi","INCONTRARE","(adesso) noi INCONTRARE","(noi) incontriamo"
"48","Indicativo:Presente","voi","INCONTRARE","(adesso) voi INCONTRARE","(voi) incontrate"
"48","Indicativo:Presente","loro","INCONTRARE","(adesso) loro INCONTRARE","(loro) incontrano"
"48","Indicativo:Imperfetto","io","INCONTRARE","(ieri) io INCONTRARE","(io) incontravo"
"48","Indicativo:Passato:remoto","io","INCONTRARE","(molto tempo fa) io INCONTRARE","(io) incontrai"
"48","Indicativo:Passato:remoto","lei","INCONTRARE","(molto tempo fa) lei INCONTRARE","(lei) incontrò"
"48","Indicativo:Futuro:semplice","io","INCONTRARE","(domani) io INCONTRARE","(io) incontrerò"
"48","Indicativo:Passato:prossimo","loro","INCONTRARE","(perfetto) loro INCONTRARE","(loro) hanno incontrato"
"48","Indicativo:Trapassato:prossimo","noi","INCONTRARE","(perchè ieri) noi INCONTRARE","(noi) avevamo incontrato"
"48","Congiuntivo:Presente","che io","INCONTRARE","che io INCONTRARE","(che io) incontri"
"48","Congiuntivo:Presente","che loro","INCONTRARE","che loro INCONTRARE","(che loro) incontrino"
"48","Congiuntivo:Passato","che io","INCONTRARE","(perfetto) che io INCONTRARE","(che io) abbia incontrato"
"48","Congiuntivo:Passato","che lei","INCONTRARE","(perfetto) che lei INCONTRARE","(che lei) abbia incontrato"
"48","Condizionale:Presente","io","INCONTRARE","se (presente) io INCONTRARE","se (io) incontrerei"
"48","Condizionale:Presente","voi","INCONTRARE","se (presente) voi INCONTRARE","se (voi) incontrereste"
"48","Condizionale:Passato","noi","INCONTRARE","se (passato) noi INCONTRARE","se (noi) avremmo incontrato"
"48","Gerundio:Presente","... ","INCONTRARE","(...ndo) ...  INCONTRARE","(... ) incontrando"
"48","Gerundio:Passato","avendo","INCONTRARE","(passato ...ndo) INCONTRARE","(avendo) incontrato"
"48","Participio:Presente","... ","INCONTRARE","(aggetivo) ...  INCONTRARE","(... ) incontrante"
"48","Imperativo:Presente","... ","INCONTRARE","(per favore) ...  INCONTRARE","(... ) incontra"
"49","Indicativo:Presente","io","INNAMORARSI","(adesso) io INNAMORARSI","(io) mi innamoro"
"49","Indicativo:Presente","tu","INNAMORARSI","(adesso) tu INNAMORARSI","(tu) ti innamori"
"49","Indicativo:Presente","lei","INNAMORARSI","(adesso) lei INNAMORARSI","(lei) si innamora"
"49","Indicativo:Presente","noi","INNAMORARSI","(adesso) noi INNAMORARSI","(noi) ci innamoriamo"
"49","Indicativo:Presente","voi","INNAMORARSI","(adesso) voi INNAMORARSI","(voi) vi innamorate"
"49","Indicativo:Presente","loro","INNAMORARSI","(adesso) loro INNAMORARSI","(loro) si innamorano"
"49","Indicativo:Imperfetto","io","INNAMORARSI","(ieri) io INNAMORARSI","(io) mi innamoravo"
"49","Indicativo:Passato:remoto","io","INNAMORARSI","(molto tempo fa) io INNAMORARSI","(io) mi innamorai"
"49","Indicativo:Passato:remoto","noi","INNAMORARSI","(molto tempo fa) noi INNAMORARSI","(noi) ci innamorammo"
"49","Indicativo:Futuro:semplice","noi","INNAMORARSI","(domani) noi INNAMORARSI","(noi) ci innamoreremo"
"49","Indicativo:Passato:prossimo","noi","INNAMORARSI","(perfetto) noi INNAMORARSI","(noi) ci siamo innamorati"
"49","Indicativo:Trapassato:prossimo","lei","INNAMORARSI","(perchè ieri) lei INNAMORARSI","(lei) si era innamorata"
"49","Congiuntivo:Presente","che io","INNAMORARSI","che io INNAMORARSI","(che io) mi innamori"
"49","Congiuntivo:Presente","che loro","INNAMORARSI","che loro INNAMORARSI","(che loro) si innamorino"
"49","Congiuntivo:Passato","che io","INNAMORARSI","(perfetto) che io INNAMORARSI","(che io) mi sia innamorato"
"49","Congiuntivo:Passato","che voi","INNAMORARSI","(perfetto) che voi INNAMORARSI","(che voi) vi siate innamorati"
"49","Condizionale:Presente","io","INNAMORARSI","se (presente) io INNAMORARSI","se (io) mi innamorerei"
"49","Condizionale:Presente","loro","INNAMORARSI","se (presente) loro INNAMORARSI","se (loro) si innamorerebbero"
"49","Condizionale:Passato","voi","INNAMORARSI","se (passato) voi INNAMORARSI","se (voi) vi sareste innamorati"
"49","Gerundio:Presente","... ","INNAMORARSI","(...ndo) ...  INNAMORARSI","(... ) innamorandosi"
"49","Gerundio:Passato","essendosi","INNAMORARSI","(passato ...ndo) INNAMORARSI","(essendosi) innamorato"
"49","Participio:Presente","... ","INNAMORARSI","(aggetivo) ...  INNAMORARSI","(... ) innamorantesi"
"49","Imperativo:Presente","... ","INNAMORARSI","(per favore) ...  INNAMORARSI","(... ) innamorati"
